time,step,mode,target6_0,target6_1,target6_2,target6_3,target6_4,target6_5,target7_0,target7_1,target7_2,target7_3,target7_4,target7_5,target7_6,action_norm,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,obs_tendon6_0,obs_tendon6_1,obs_tendon6_2,obs_tendon6_3,obs_tendon6_4,obs_tendon6_5,obs_thumb_abd,fb_source,q_ok,q_fail,q_angle_deg_0,q_angle_deg_1,q_angle_deg_2,q_angle_deg_3,q_angle_deg_4,q_angle_deg_5,dq_angle_deg_0,dq_angle_deg_1,dq_angle_deg_2,dq_angle_deg_3,dq_angle_deg_4,dq_angle_deg_5
1774772208.306588,11,rl,0.08930939435958862,0.07500000298023224,0.07874879240989685,0.07900538295507431,0.31613126397132874,0.27670472860336304,0.08930939435958862,0.07500000298023224,0.07874879240989685,0.07900538295507431,0.9699997901916504,0.03590189665555954,0.10338097810745239,0.8142603635787964,0.9013422131538391,-1.0,-0.46445828676223755,-0.9992313981056213,0.9999975562095642,0.8589488863945007,0.8049947023391724,0.10518229752779007,0.11523695290088654,0.44852006435394287,0.4303755462169647,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,11,0,23.0,20.0,21.0,21.0,50.0,48.0,nan,nan,nan,nan,nan,nan
1774772208.3547082,12,rl,0.08958159387111664,0.07500000298023224,0.07902740687131882,0.07900142669677734,0.32216817140579224,0.28085970878601074,0.08958159387111664,0.07500000298023224,0.07902740687131882,0.07900142669677734,0.9899997711181641,0.03595462441444397,0.1035747081041336,0.8293555378913879,0.9402286410331726,-1.0,-0.42465686798095703,-0.9997965097427368,0.9999998211860657,0.9091655611991882,0.8511203527450562,0.10518229752779007,0.11523695290088654,0.5040534138679504,0.4859199821949005,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,12,0,23.0,20.0,21.0,21.0,55.0,53.0,nan,nan,nan,nan,nan,nan
1774772208.4026918,13,rl,0.08976089954376221,0.07500000298023224,0.07962798327207565,0.07900029420852661,0.3236985206604004,0.2820039391517639,0.08976089954376221,0.07500000298023224,0.07962798327207565,0.07900029420852661,0.9950000047683716,0.035997867584228516,0.1037549376487732,0.8392749428749084,0.965843677520752,-1.0,-0.33885958790779114,-0.9999584555625916,1.0,0.9503517150878906,0.8940333127975464,0.10518229752779007,0.11523695290088654,0.5706934332847595,0.5525733232498169,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,13,0,23.0,20.0,21.0,21.0,61.0,59.0,nan,nan,nan,nan,nan,nan
1774772208.4508262,14,rl,0.08987060934305191,0.07500000298023224,0.0805746391415596,0.07900005578994751,0.32371634244918823,0.28213539719581604,0.08987060934305191,0.07500000298023224,0.0805746391415596,0.07900005578994751,0.9950000047683716,0.0360233373939991,0.10391925275325775,0.8447592258453369,0.981515645980835,-1.0,-0.2036234438419342,-0.9999925494194031,1.0,0.9746053814888,0.9331550002098083,0.10518229752779007,0.11523695290088654,0.6484401226043701,0.6192266941070557,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,14,0,23.0,20.0,21.0,21.0,68.0,65.0,nan,nan,nan,nan,nan,nan
1774772208.5068798,15,rl,0.08991480618715286,0.07500000298023224,0.08134318888187408,0.07900001853704453,0.323722779750824,0.2822052836418152,0.08991480618715286,0.07500000298023224,0.08134318888187408,0.07900001853704453,0.9950000047683716,0.0360325425863266,0.1040065810084343,0.8473795652389526,0.9878299236297607,-1.0,-0.09383033215999603,-0.9999973177909851,1.0,0.9833750128746033,0.9539480805397034,0.10518229752779007,0.11523695290088654,0.7039734125137329,0.6525534391403198,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,15,0,23.0,20.0,21.0,21.0,73.0,68.0,nan,nan,nan,nan,nan,nan
1774772208.554664,16,rl,0.089934341609478,0.07500000298023224,0.08168616145849228,0.07900001108646393,0.3237256407737732,0.28223350644111633,0.089934341609478,0.07500000298023224,0.08168616145849228,0.07900001108646393,0.9950000047683716,0.03603662922978401,0.10404186695814133,0.8490040898323059,0.9906207919120789,-1.0,-0.04483465850353241,-0.9999985098838806,1.0,0.9872660636901855,0.9623488187789917,0.10518229752779007,0.11523695290088654,0.7372934818267822,0.6747711300849915,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,16,0,23.0,20.0,21.0,21.0,76.0,70.0,nan,nan,nan,nan,nan,nan
1774772208.6021752,17,rl,0.08994560688734055,0.07500000298023224,0.08177823573350906,0.07900001108646393,0.3237273395061493,0.2822464406490326,0.08994560688734055,0.07500000298023224,0.08177823573350906,0.07900001108646393,0.9950000047683716,0.036039065569639206,0.10405803471803665,0.8500274419784546,0.992229700088501,-1.0,-0.03168060630559921,-0.9999991655349731,1.0,0.9895858764648438,0.966197669506073,0.10518229752779007,0.11523695290088654,0.7595067620277405,0.6969889402389526,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,17,0,23.0,20.0,21.0,21.0,78.0,72.0,nan,nan,nan,nan,nan,nan
1774772208.650974,18,rl,0.08995255827903748,0.07500000298023224,0.08215181529521942,0.07900001108646393,0.32372820377349854,0.28226521611213684,0.08995255827903748,0.07500000298023224,0.08215181529521942,0.07900001108646393,0.9950000047683716,0.0360402837395668,0.10408151894807816,0.851077139377594,0.9932236671447754,-1.0,0.02168801613152027,-0.9999992847442627,1.0,0.9907471537590027,0.9717894196510315,0.10518229752779007,0.11523695290088654,0.7817201018333435,0.6969889402389526,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,18,0,23.0,20.0,21.0,21.0,80.0,72.0,nan,nan,nan,nan,nan,nan
1774772208.7053068,19,rl,0.0899527296423912,0.07500000298023224,0.08217240869998932,0.07900001108646393,0.3237282633781433,0.28226497769355774,0.0899527296423912,0.07500000298023224,0.08217240869998932,0.07900001108646393,0.9950000047683716,0.03604035824537277,0.10408122092485428,0.8510904312133789,0.9932475090026855,-1.0,0.02462923526763916,-0.9999992847442627,1.0,0.9908165335655212,0.9717192649841309,0.10518229752779007,0.11523695290088654,0.7817201018333435,0.6969889402389526,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,19,0,23.0,20.0,21.0,21.0,80.0,72.0,nan,nan,nan,nan,nan,nan
1774772208.7539294,20,rl,0.0899527445435524,0.07500000298023224,0.08217321336269379,0.07900001108646393,0.3237282633781433,0.28226497769355774,0.0899527445435524,0.07500000298023224,0.08217321336269379,0.07900001108646393,0.9950000047683716,0.03604036197066307,0.10408121347427368,0.8510913848876953,0.9932493567466736,-1.0,0.024744559079408646,-0.9999993443489075,1.0,0.990820050239563,0.9717177748680115,0.10518229752779007,0.11523695290088654,0.7817201018333435,0.6969889402389526,0.057383377104997635,0.08881393820047379,0.7388139367103577,query,20,0,23.0,20.0,21.0,21.0,80.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
