num_steps,eval/avg_episode_length,eval/episode_reward,eval/episode_reward/action_accel,eval/episode_reward/action_accel_std,eval/episode_reward/action_rate,eval/episode_reward/action_rate_std,eval/episode_reward/all_fingers_close,eval/episode_reward/all_fingers_close_std,eval/episode_reward/approach,eval/episode_reward/approach_std,eval/episode_reward/closure,eval/episode_reward/closure_std,eval/episode_reward/closure_uniformity,eval/episode_reward/closure_uniformity_std,eval/episode_reward/contact,eval/episode_reward/contact_std,eval/episode_reward/distal_closure,eval/episode_reward/distal_closure_std,eval/episode_reward/drop_risk,eval/episode_reward/drop_risk_std,eval/episode_reward/finger_participation,eval/episode_reward/finger_participation_std,eval/episode_reward/finger_synergy,eval/episode_reward/finger_synergy_std,eval/episode_reward/force_balance,eval/episode_reward/force_balance_std,eval/episode_reward/force_contact,eval/episode_reward/force_contact_std,eval/episode_reward/force_overload,eval/episode_reward/force_overload_std,eval/episode_reward/grip_force,eval/episode_reward/grip_force_std,eval/episode_reward/height,eval/episode_reward/height_std,eval/episode_reward/hold_position,eval/episode_reward/hold_position_std,eval/episode_reward/human_pose,eval/episode_reward/human_pose_std,eval/episode_reward/idle_follow,eval/episode_reward/idle_follow_std,eval/episode_reward/lift_without_wrap,eval/episode_reward/lift_without_wrap_std,eval/episode_reward/multi_finger,eval/episode_reward/multi_finger_std,eval/episode_reward/no_wrap_timeout,eval/episode_reward/no_wrap_timeout_std,eval/episode_reward/pinky_missing_on_lift,eval/episode_reward/pinky_missing_on_lift_std,eval/episode_reward/single_finger_dominance,eval/episode_reward/single_finger_dominance_std,eval/episode_reward/stable_hold,eval/episode_reward/stable_hold_std,eval/episode_reward/survival,eval/episode_reward/survival_std,eval/episode_reward/termination,eval/episode_reward/termination_std,eval/episode_reward/thumb_engage,eval/episode_reward/thumb_engage_std,eval/episode_reward/torques,eval/episode_reward/torques_std,eval/episode_reward/ulnar_engage,eval/episode_reward/ulnar_engage_std,eval/episode_reward_std,eval/epoch_eval_time,eval/sps,eval/std_episode_length,eval/walltime
0,250.5390625,1100.841796875,-7.338801383972168,6.946901798248291,-3.223803997039795,3.0408666133880615,0.0,0.0,0.0,0.0,575.9700317382812,558.8470458984375,0.0,0.0,980.025390625,936.2749633789062,521.9046020507812,503.83026123046875,-65.68022918701172,87.36247253417969,0.0,0.0,0.0,0.0,0.0,0.0,13.627875328063965,13.08602237701416,0.0,0.0,0.0,0.0,0.0,0.0,19789.388671875,20560.076171875,239.36782836914062,229.49002075195312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.00390625,119.40674591064453,-42.5,39.92179870605469,51.23567581176758,41.64314270019531,-160.94342041015625,155.24142456054688,0.0,0.0,1140.2437744140625,41.02099967002869,1560.1765075159915,238.32281494140625,41.02099967002869
5242880,251.9609375,1091.468505859375,-7.382120609283447,6.997148036956787,-3.238424301147461,3.05601167678833,0.0,0.0,0.0,0.0,575.6226806640625,557.760498046875,0.0,0.0,984.7785034179688,939.661376953125,524.916015625,506.0240783691406,-61.58931350708008,92.72482299804688,0.0,0.0,0.0,0.0,0.0,0.0,11.63730239868164,11.326107025146484,0.0,0.0,0.0,0.0,0.0,0.0,19588.541015625,20280.427734375,243.8255615234375,233.37843322753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.71484375,119.96925354003906,-42.5,39.92179870605469,48.334590911865234,38.71184158325195,-159.29124450683594,153.61459350585938,0.0,0.0,1126.3818359375,29.166574716567993,2194.2926319573953,239.4529266357422,70.18757438659668
10485760,236.8203125,1016.1622924804688,-6.873396873474121,6.793176174163818,-3.01960825920105,2.9703660011291504,0.0,0.0,0.0,0.0,538.0918579101562,548.7870483398438,0.0,0.0,926.7408447265625,927.496826171875,488.3324890136719,495.246826171875,-81.1122817993164,107.65458679199219,0.0,0.0,0.0,0.0,0.0,0.0,11.145647048950195,11.566591262817383,0.0,0.0,0.0,0.0,0.0,0.0,18242.91015625,20288.765625,232.56214904785156,234.70196533203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.12109375,118.05756378173828,-46.25,39.50870132446289,46.39522171020508,38.745849609375,-143.7999267578125,145.00555419921875,0.0,0.0,1124.24169921875,7.230781078338623,8851.049327399209,235.6439208984375,77.4183554649353
15728640,223.296875,969.903076171875,-6.45090389251709,6.723304271697998,-2.8301849365234375,2.9330999851226807,0.0,0.0,0.0,0.0,514.4060668945312,551.0697021484375,0.0,0.0,875.8818359375,922.9713745117188,466.72479248046875,496.8902587890625,-70.33787536621094,98.4083023071289,0.0,0.0,0.0,0.0,0.0,0.0,12.547067642211914,13.415145874023438,0.0,0.0,0.0,0.0,0.0,0.0,17419.6328125,20425.62890625,218.80093383789062,231.51161193847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.34765625,117.2676773071289,-48.125,39.16611099243164,46.09571075439453,39.67778396606445,-139.6290740966797,148.32725524902344,0.0,0.0,1131.8116455078125,7.23245096206665,8849.00572927109,234.06430053710938,84.65080642700195
20971520,174.7109375,738.3189697265625,-5.1837005615234375,6.564306259155273,-2.2690141201019287,2.853795289993286,0.0,0.0,0.0,0.0,393.667724609375,515.0999145507812,0.0,0.0,680.6102294921875,868.7847290039062,357.2472229003906,463.98516845703125,-54.184722900390625,80.91328430175781,0.0,0.0,0.0,0.0,0.0,0.0,9.525896072387695,12.418938636779785,0.0,0.0,0.0,0.0,0.0,0.0,13261.005859375,18936.908203125,167.37277221679688,215.89517211914062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.99609375,110.8913345336914,-57.5,35.96873474121094,38.174949645996094,39.833309173583984,-109.08475494384766,139.93185424804688,0.0,0.0,1050.794189453125,7.224804639816284,8858.37101356244,221.3693389892578,91.87561106681824
26214400,196.046875,839.531982421875,-6.122614860534668,7.131933212280273,-2.677110195159912,3.097015380859375,0.0,0.0,0.0,0.0,439.6413269042969,528.28955078125,0.0,0.0,763.3442993164062,896.0628662109375,399.6768798828125,477.2471618652344,-60.480804443359375,67.7028579711914,0.0,0.0,0.0,0.0,0.0,0.0,11.110616683959961,13.518641471862793,0.0,0.0,0.0,0.0,0.0,0.0,15098.529296875,19847.1796875,187.37362670898438,222.44259643554688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.69140625,114.4292221069336,-53.125,37.78537368774414,41.17784881591797,41.08412551879883,-125.49869537353516,147.93284606933594,0.0,0.0,1098.819091796875,7.229363441467285,8852.784967608495,228.41136169433594,99.10497450828552
31457280,113.8125,428.60980224609375,-3.489525318145752,5.561113357543945,-1.5264356136322021,2.4030752182006836,0.0,0.0,0.0,0.0,260.3957824707031,438.827880859375,0.0,0.0,445.453369140625,719.647705078125,237.3390350341797,394.2722473144531,-65.54043579101562,72.27854919433594,0.0,0.0,0.0,0.0,0.0,0.0,6.490723609924316,10.556844711303711,0.0,0.0,0.0,0.0,0.0,0.0,7637.12451171875,15615.630859375,108.71493530273438,178.57669067382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.484375,90.87117767333984,-67.5,29.047374725341797,32.12201690673828,38.9566650390625,-73.87272644042969,119.89341735839844,0.0,0.0,865.928955078125,7.234965801239014,8845.9298576145,181.40965270996094,106.33994030952454
