time,x,y,z,vx,vy,vz,wx,wy,wz,contact,current_angle,mount_z,mount_roll,phase
4.500000000000002887e-01,1.499583170448053060e-01,-2.003217827934059350e-02,1.440670313627993304e-01,-3.236935711655016673e-02,-1.020934324139687877e-01,-7.289447063361553791e-02,-5.443758452332280937e-03,1.434055886894068654e-03,1.406315307337086928e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.529052152843797585e-01,-1.108915126066168710e+00,1.000000000000000000e+00
4.750000000000003109e-01,1.500610521604097414e-01,-2.000518534657129074e-02,1.440684131032331783e-01,7.474056902650420831e-02,7.592913431985142498e-04,-7.516149722688308943e-02,3.794175872211752801e-04,-3.764057542632248503e-03,2.243995118846887069e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.529072432613855281e-01,-1.108885158115404224e+00,1.000000000000000000e+00
5.000000000000003331e-01,1.499773451043495409e-01,-1.997553058879807455e-02,1.440689039817289741e-01,-3.110126282157082978e-02,1.065111620222929795e-01,-7.463610581236534980e-02,5.286435687199405806e-03,1.519105051846181406e-03,7.956071136883341791e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.529056133542995077e-01,-1.108913723756098424e+00,1.000000000000000000e+00
5.250000000000003553e-01,1.499785940003490192e-01,-2.001392188929802460e-02,1.440682852586434304e-01,-6.153027398185700186e-02,-1.750546125384537799e-01,-7.614010712803159775e-02,-9.043747953238513715e-03,3.361249090520275918e-03,-2.475843374116276294e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.485035560889431727e-01,-1.108949657928525845e+00,2.000000000000000000e+00
5.500000000000003775e-01,1.500358337452738777e-01,-2.002934103407932528e-02,1.440678498077916647e-01,1.375471113382646104e-01,1.746042786199623192e-02,-8.178437623434539616e-02,9.815743126358649276e-04,-7.248813604627471138e-03,-4.613631615068669155e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.430025431355720689e-01,-1.108966926974636724e+00,2.000000000000000000e+00
5.750000000000003997e-01,1.500083194616987636e-01,-1.995811213667035219e-02,1.440681728376742299e-01,-2.195979663572397711e-02,9.390592522034427181e-02,-8.161057124186911482e-02,4.771472557205653706e-03,1.309618674971053248e-03,9.030416877530062815e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.375021043499461471e-01,-1.108974462016654616e+00,2.000000000000000000e+00
6.000000000000004219e-01,1.499665275963107947e-01,-2.000140673980109821e-02,1.440674543969334698e-01,-1.316829880025017774e-01,-4.979163792793982191e-02,-8.365404948145999109e-02,-2.517233567903139242e-03,6.777755942347693692e-03,-3.465698913421594188e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.320017189673109492e-01,-1.108981112577705153e+00,2.000000000000000000e+00
6.250000000000004441e-01,1.500036852725602499e-01,-2.003569610475911325e-02,1.440674979492168606e-01,5.905232498212047848e-02,-1.143808737360994254e-01,-8.799038701637497406e-02,-5.887029595399178965e-03,-3.021623749843011658e-03,-3.123043947736239031e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.265013505794860327e-01,-1.108987461177411094e+00,2.000000000000000000e+00
6.500000000000004663e-01,1.500393832839037322e-01,-1.999969591276947942e-02,1.440667500180857208e-01,1.115774532249752121e-01,6.622580255495873203e-02,-8.957166710783634467e-02,3.413930366557146531e-03,-5.754659109372772634e-03,-3.900787252895760799e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.210009968722522478e-01,-1.108993554643518342e+00,2.000000000000000000e+00
6.750000000000004885e-01,1.499989503534563118e-01,-1.995985296457755687e-02,1.440661439197414850e-01,-8.319163496825485171e-02,1.081139376912366168e-01,-9.084013739259079456e-02,5.587427004005474616e-03,4.297907429336948054e-03,-3.839483758943910979e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.155006567588475808e-01,-1.108999414154375085e+00,2.000000000000000000e+00
7.000000000000005107e-01,1.499644855226384133e-01,-2.001938513842875869e-02,1.440661183805109213e-01,-7.625215727643738783e-02,-1.087903381097702349e-01,-9.346693027572110235e-02,-5.639848647876723881e-03,3.902804198750099880e-03,1.637002408215041175e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.100003294633356610e-01,-1.109005053542923669e+00,2.000000000000000000e+00
7.250000000000005329e-01,1.500374540695031400e-01,-2.002654604001755448e-02,1.440665200089346065e-01,1.205294896638510888e-01,-3.393598623819165522e-02,-9.539323413260089590e-02,-1.687061510237134777e-03,-6.207671702001608428e-03,5.213263687147638828e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.045000144195172620e-01,-1.109010482561814559e+00,2.000000000000000000e+00
7.500000000000005551e-01,1.500142148070043036e-01,-1.996285243400833936e-02,1.440668213307779999e-01,-5.099075470596932738e-03,1.318138614335586933e-01,-9.632108915836351537e-02,6.750367204420602146e-03,2.537731167046664363e-04,1.306318770443248910e-05,0.000000000000000000e+00,1.000000000000000056e-01,2.000997107716968038e-01,-1.109015736411705921e+00,3.000000000000000000e+00
7.750000000000005773e-01,1.499665799120357690e-01,-1.999749131011765990e-02,1.440668101942202406e-01,-1.320504714199304541e-01,-4.950742585317714078e-02,-9.701423901177978759e-02,-2.498380024330977469e-03,6.813331986037739034e-03,-3.345311540265676363e-05,0.000000000000000000e+00,5.999999999999999778e-01,2.000993660193264023e-01,-1.109018619101946879e+00,3.000000000000000000e+00
8.000000000000005995e-01,1.500041925262355358e-01,-2.003790207867952797e-02,1.440669664582131526e-01,6.000376136926809795e-02,-1.108640785713335825e-01,-9.513732938863578292e-02,-5.704772043031114577e-03,-3.085608736864723853e-03,-5.058413922052324643e-06,0.000000000000000000e+00,1.099999999999999867e+00,2.000989492871511066e-01,-1.109017468876035473e+00,3.000000000000000000e+00
8.250000000000006217e-01,1.500395338182837490e-01,-1.999660909429919198e-02,1.440665746358207322e-01,1.078695272737056343e-01,6.958587984842813656e-02,-9.358407333264420758e-02,3.573492080226526105e-03,-5.552586669284085598e-03,-2.019636615046577633e-05,0.000000000000000000e+00,1.600000000000000311e+00,2.000985013049335348e-01,-1.109013367328954613e+00,3.000000000000000000e+00
8.500000000000006439e-01,1.499970408015911250e-01,-1.996216108680977375e-02,1.440661466860762852e-01,-8.411153183456836213e-02,1.051596525529350651e-01,-9.290240219840681379e-02,5.432572134662295299e-03,4.324331983257731146e-03,-3.580952279757641815e-05,0.000000000000000000e+00,2.100000000000000533e+00,2.000980554106082110e-01,-1.109007088802039576e+00,3.000000000000000000e+00
8.750000000000006661e-01,1.499656532115477003e-01,-2.001712459564715038e-02,1.440660297375775112e-01,-8.078518776278284519e-02,-1.072487481239155632e-01,-9.410540554010002334e-02,-5.543808949692705448e-03,4.157028590127971775e-03,2.863780373299474707e-07,0.000000000000000000e+00,2.600000000000000977e+00,2.000976336894907670e-01,-1.108999191719506339e+00,3.000000000000000000e+00
9.000000000000006883e-01,1.500352156468825748e-01,-2.002768684947365402e-02,1.440663195807721508e-01,1.234379159515629348e-01,-4.053470878089834167e-02,-9.561719062689220949e-02,-2.051155516579702444e-03,-6.359463421930128951e-03,3.337861935668089630e-05,0.000000000000000000e+00,3.100000000000001421e+00,2.000970355211187934e-01,-1.108982801013124631e+00,3.000000000000000000e+00
9.250000000000007105e-01,1.500163666584719835e-01,-1.996312417198415484e-02,1.440666306143728037e-01,-3.634921799790073304e-03,1.349300153997632923e-01,-9.692452170035004144e-02,6.925003378762974865e-03,1.743050732204596762e-04,7.176571376435572679e-06,0.000000000000000000e+00,3.600000000000001865e+00,2.000952486039901945e-01,-1.108935720375759271e+00,3.000000000000000000e+00
9.500000000000007327e-01,1.499653795323749872e-01,-1.999741661701177203e-02,1.440667596432258779e-01,-1.307713931055588252e-01,-5.107765508240841995e-02,-9.772412393817489495e-02,-2.593190032070385401e-03,6.747409492703967254e-03,-2.262801378470888955e-05,0.000000000000000000e+00,4.100000000000001421e+00,2.000921968584672972e-01,-1.108856008647704616e+00,3.000000000000000000e+00
9.750000000000007550e-01,1.500066813033092139e-01,-2.003839441088243328e-02,1.440670387142565234e-01,6.318278170294142071e-02,-1.076792448116116463e-01,-9.569534317388868339e-02,-5.530171695838089797e-03,-3.251919205996977105e-03,4.951169528113843477e-06,0.000000000000000000e+00,4.599999999999999645e+00,2.000881364614125746e-01,-1.108751995973307425e+00,3.000000000000000000e+00
1.000000000000000666e+00,1.500386296029297128e-01,-1.999526177946801472e-02,1.440667026673526363e-01,1.058552191813416227e-01,7.414594288290488056e-02,-9.398527563973083088e-02,3.797356688149306631e-03,-5.452548572020921719e-03,-2.486328933172997721e-05,0.000000000000000000e+00,5.099999999999997868e+00,2.000833097850114872e-01,-1.108631876641402059e+00,3.000000000000000000e+00
1.025000000000000133e+00,1.499981177208306315e-01,-1.996270819628231594e-02,1.440662125874824506e-01,-8.432005843046522231e-02,1.045929507075187975e-01,-9.281437232760771094e-02,5.409902343508780735e-03,4.334028014556201916e-03,-4.320161162129231740e-05,0.000000000000000000e+00,5.599999999999996092e+00,2.000775947560008150e-01,-1.108494095747989183e+00,3.000000000000000000e+00
1.049999999999999600e+00,1.499645954759133426e-01,-2.001510103648929464e-02,1.440660046935069716e-01,-8.405809273877584697e-02,-1.039981292934489404e-01,-9.352862137033153556e-02,-5.382095867633569959e-03,4.326928914901332496e-03,-3.172806860813151032e-07,0.000000000000000000e+00,6.099999999999994316e+00,2.000701830605392528e-01,-1.108317954648352588e+00,3.000000000000000000e+00
1.074999999999999067e+00,1.500351837535434107e-01,-2.002884340430695700e-02,1.440662805433108318e-01,1.227433329508146043e-01,-4.410258476362490659e-02,-9.523064034778232212e-02,-2.229971757171186290e-03,-6.326816928952913588e-03,3.430386739313089973e-05,0.000000000000000000e+00,6.599999999999992539e+00,2.000611153371778528e-01,-1.108106825803194972e+00,3.000000000000000000e+00
1.099999999999998535e+00,1.500161677359544421e-01,-1.996201917300797352e-02,1.440666306908492678e-01,-4.493641028010554421e-03,1.352763878944082121e-01,-9.710014337955055752e-02,6.941703392300175440e-03,2.237157393913113967e-04,1.232649491371878213e-05,0.000000000000000000e+00,7.099999999999990763e+00,2.000507221760532417e-01,-1.107871983228505774e+00,3.000000000000000000e+00
1.124999999999998002e+00,1.499650726626163555e-01,-1.999969573806015602e-02,1.440668516211487948e-01,-1.290826640089161592e-01,-5.633583348081423053e-02,-9.821152483005626821e-02,-2.862272108717818942e-03,6.657222812361862641e-03,-1.773617744369287817e-05,0.000000000000000000e+00,7.599999999999988987e+00,2.000393052779653458e-01,-1.107623512868254556e+00,3.000000000000000000e+00
1.149999999999997469e+00,1.500085710800395100e-01,-2.003760836713578200e-02,1.440672606528861921e-01,6.555145674906943942e-02,-1.051250860891233402e-01,-9.580381578441031498e-02,-5.394207157283295584e-03,-3.364339519210042626e-03,4.892956924187004983e-06,0.000000000000000000e+00,8.099999999999987210e+00,2.000271000279494893e-01,-1.107369108528750701e+00,3.000000000000000000e+00
1.174999999999996936e+00,1.500378475812426671e-01,-1.999573543459721645e-02,1.440668282320025639e-01,1.063804425945080595e-01,7.463465899109672508e-02,-9.375132676789825481e-02,3.814374992031464937e-03,-5.486204696983966803e-03,-3.574809065177071449e-05,0.000000000000000000e+00,8.599999999999985434e+00,2.000142844594688385e-01,-1.107114327910556639e+00,3.000000000000000000e+00
1.199999999999996403e+00,1.500001635347526507e-01,-1.996199722234966861e-02,1.440661999537991567e-01,-8.325629474017277876e-02,1.069594606338391957e-01,-9.244235257206037670e-02,5.539887334701106524e-03,4.283561781123209483e-03,-5.115814715428245287e-05,0.000000000000000000e+00,9.099999999999983658e+00,2.000009547530293141e-01,-1.106862765920932468e+00,3.000000000000000000e+00
1.224999999999995870e+00,1.499633014534285380e-01,-2.001470873086901026e-02,1.440659968101458965e-01,-8.448281582350425367e-02,-1.030016184093279219e-01,-9.326362033375014404e-02,-5.342106788709408659e-03,4.342366054529470630e-03,7.572426071252154019e-06,0.000000000000000000e+00,9.599999999999981881e+00,1.999871042137841282e-01,-1.106609129849968065e+00,3.000000000000000000e+00
1.249999999999995337e+00,1.500366219380592225e-01,-2.002899543273509858e-02,1.440663421098646590e-01,1.217331096884122360e-01,-4.224926582346325704e-02,-9.521119088476534542e-02,-2.120098981841052419e-03,-6.277345080004169235e-03,4.483661156592680884e-05,0.000000000000000000e+00,1.009999999999998010e+01,1.999728219519554540e-01,-1.106347884115324920e+00,3.000000000000000000e+00
1.274999999999994804e+00,1.500146840776541979e-01,-1.996108756688787234e-02,1.440667461493954082e-01,-7.169103536161835002e-03,1.337882215951632925e-01,-9.714973658466601047e-02,6.856981158345980265e-03,3.665793914095650391e-04,1.973693237998016420e-05,0.000000000000000000e+00,1.059999999999997833e+01,1.999581450837140117e-01,-1.106079661810386749e+00,3.000000000000000000e+00
1.299999999999994271e+00,1.499606730881315741e-01,-1.999958848110947041e-02,1.440669172188443203e-01,-1.339394086814892637e-01,-7.899174643661616146e-02,-9.880791449464638998e-02,-4.021699241450394507e-03,6.963152248926363259e-03,-2.843782982389914257e-05,0.000000000000000000e+00,1.109999999999997655e+01,1.999424371328868688e-01,-1.105791012757149971e+00,3.000000000000000000e+00
1.324999999999993738e+00,1.500363828459579663e-01,-2.003441507088822571e-02,1.440680687644592117e-01,1.302609900878171356e-01,-5.880488112600450179e-02,-9.950480433696812232e-02,-3.000457239377124670e-03,-6.724092942449152663e-03,2.023638416943790373e-05,0.000000000000000000e+00,1.159999999999997478e+01,1.999249512835344911e-01,-1.105468586993954450e+00,3.000000000000000000e+00
1.349999999999993205e+00,1.500095851730536278e-01,-1.995776134322672923e-02,1.440684146603319615e-01,-2.829244793657284887e-02,1.412455337028858948e-01,-1.025566523291609189e-01,7.252156474075940017e-03,1.434428265823725623e-03,-2.948394272419345668e-06,0.000000000000000000e+00,1.209999999999997300e+01,1.999056424945438171e-01,-1.105118814489996826e+00,3.000000000000000000e+00
1.374999999999992673e+00,1.499615536914704339e-01,-2.001418285010181375e-02,1.440681770567715236e-01,-1.067835755867877906e-01,-1.097973812459533682e-01,-1.038456942089842905e-01,-5.629108375799482533e-03,5.550246114483812186e-03,-5.183225069954479727e-05,0.000000000000000000e+00,1.259999999999997122e+01,1.998847696090747250e-01,-1.104752720264032595e+00,3.000000000000000000e+00
1.399999999999992140e+00,1.500456763432273521e-01,-2.002086028549912924e-02,1.440681103660650386e-01,1.534025779209813312e-01,-9.802463650151929664e-03,-1.054170201320129424e-01,-5.259202593857550956e-04,-7.913164627628446052e-03,-2.816397168840764121e-05,0.000000000000000000e+00,1.309999999999996945e+01,1.998627804224575311e-01,-1.104383356067433208e+00,3.000000000000000000e+00
1.424999999999991607e+00,1.499862477219650048e-01,-1.994953616657066039e-02,1.440685384189660245e-01,-1.091051300087964582e-01,1.122267861168166070e-01,-1.078124192778528445e-01,5.799215734105307718e-03,5.633668330298811401e-03,-7.451436189016194653e-06,0.000000000000000000e+00,1.359999999999996767e+01,1.998401207295616711e-01,-1.104020587281029808e+00,3.000000000000000000e+00
1.449999999999991074e+00,1.499870579097738743e-01,-2.005054130501392889e-02,1.440688905485339455e-01,1.830256715624150460e-02,-1.544119540781500877e-01,-1.109474789772451342e-01,-7.972977133622603449e-03,-9.661707177953497705e-04,6.168145538131011526e-06,0.000000000000000000e+00,1.409999999999996589e+01,1.998171263657039509e-01,-1.103670295189590256e+00,3.000000000000000000e+00
1.474999999999990541e+00,1.500460095226350266e-01,-1.997211534003596675e-02,1.440692492575067207e-01,7.985397422051856986e-02,1.444606299727671239e-01,-1.136336141414732714e-01,7.459336285026066556e-03,-4.165029993641982710e-03,-4.037138897597521928e-05,0.000000000000000000e+00,1.459999999999996412e+01,1.997939937721514014e-01,-1.103335501260480633e+00,3.000000000000000000e+00
1.499999999999990008e+00,1.499531117649332279e-01,-1.999862273778409832e-02,1.440694491967024482e-01,-1.509057071725807275e-01,-7.134436789876053009e-02,-1.149092312712138714e-01,-3.648090437616770612e-03,7.833621964827040124e-03,-5.349124841709045313e-05,0.000000000000000000e+00,1.509999999999996234e+01,1.997708009649775407e-01,-1.103017649515654952e+00,3.000000000000000000e+00
1.524999999999989475e+00,1.500535534452924757e-01,-2.002520084758357966e-02,1.440702306693871781e-01,1.551120646089689803e-01,-2.386629216005567780e-02,-1.140302680398858209e-01,-1.226330106229484712e-03,-7.982257623736775318e-03,5.334348572342881815e-06,0.000000000000000000e+00,1.559999999999996056e+01,1.997475512598035075e-01,-1.102717376888292744e+00,3.000000000000000000e+00
1.549999999999988942e+00,1.499709593422303977e-01,-1.995021755204768113e-02,1.440706907029539741e-01,-1.208640168661898190e-01,9.410423975362543214e-02,-1.159835740229377549e-01,4.804579907036613147e-03,6.234624944643089688e-03,3.747273306608309292e-05,0.000000000000000000e+00,1.609999999999995879e+01,1.997242170226665448e-01,-1.102434740088677145e+00,3.000000000000000000e+00
1.574999999999988409e+00,1.500112414683432149e-01,-2.006072971640267613e-02,1.440707664441732427e-01,6.467167578392006566e-02,-1.385693891451871829e-01,-1.178630918495459923e-01,-7.093423047171218930e-03,-3.370830835758428616e-03,4.026983768577261903e-05,0.000000000000000000e+00,1.659999999999996589e+01,1.997007739884381905e-01,-1.102169352346607845e+00,3.000000000000000000e+00
1.599999999999987876e+00,1.500293489835680671e-01,-1.993492435195047541e-02,1.440706527400556491e-01,-9.143584827330046225e-03,1.541206543378678961e-01,-1.199223465292139079e-01,7.964503706941834446e-03,5.743388562697250219e-04,6.406796000478522904e-05,0.000000000000000000e+00,1.709999999999997300e+01,1.996772256752655239e-01,-1.101920336983417625e+00,3.000000000000000000e+00
1.624999999999987343e+00,1.499604008664068566e-01,-2.005221443818205884e-02,1.440708615157536288e-01,-4.072963004564293665e-02,-1.558375172993877178e-01,-1.224044194297267130e-01,-8.096520758862460129e-03,2.007599352237549560e-03,5.927630605210364276e-05,0.000000000000000000e+00,1.759999999999998010e+01,1.996536639788757672e-01,-1.101685434988417756e+00,3.000000000000000000e+00
1.649999999999986811e+00,1.500611598990440887e-01,-1.996277704641063327e-02,1.440711952747366076e-01,8.584755241022426486e-02,1.409335514507486509e-01,-1.248799900802782664e-01,7.343194619006118001e-03,-4.385885924329764596e-03,4.240230945014506533e-05,0.000000000000000000e+00,1.809999999999998721e+01,1.996301706601749937e-01,-1.101463400775638757e+00,3.000000000000000000e+00
1.674999999999986278e+00,1.499437062968111412e-01,-2.002029678999587420e-02,1.440716921109483628e-01,-1.274440991611508478e-01,-1.157359111548144637e-01,-1.269647703710145015e-01,-5.998155709229815308e-03,6.580284091002125586e-03,7.531740487035725563e-06,0.000000000000000000e+00,1.859999999999999432e+01,1.996066975732581905e-01,-1.101254875439798608e+00,3.000000000000000000e+00
1.699999999999985745e+00,1.500688559294174607e-01,-1.999616082286484811e-02,1.440719029086723335e-01,1.582832270797700502e-01,7.746788284492239773e-02,-1.279878865947966238e-01,3.985339007801206798e-03,-8.187218429907909198e-03,-2.697147686673549455e-05,0.000000000000000000e+00,1.910000000000000142e+01,1.995831383583831498e-01,-1.101061051408703362e+00,3.000000000000000000e+00
1.724999999999985212e+00,1.499376385975247916e-01,-1.998813807098159465e-02,1.440720719184833964e-01,-1.709866915284961875e-01,-3.938941899925101076e-02,-1.289917532140744116e-01,-2.043303882849850303e-03,8.842935353954499075e-03,-5.101590416675508310e-06,0.000000000000000000e+00,1.960000000000000853e+01,1.995594296641226006e-01,-1.100882304853014748e+00,3.000000000000000000e+00
1.749999999999984679e+00,1.500648756718545029e-01,-2.002827953646723128e-02,1.440723351831267318e-01,1.722627277988892647e-01,-1.885408600971217111e-03,-1.295593458639778539e-01,-7.433703088522737590e-05,-8.907561666507839843e-03,1.696982637031576994e-06,0.000000000000000000e+00,2.010000000000001563e+01,1.995355823167469234e-01,-1.100717816653036474e+00,3.000000000000000000e+00
1.774999999999984146e+00,1.499508471604620585e-01,-1.996463810588407217e-02,1.440729253013709743e-01,-1.476699467930383536e-01,4.199588393301182526e-02,-1.292815113900082635e-01,2.088578412507306747e-03,7.636515968853457501e-03,1.006765400529370996e-04,0.000000000000000000e+00,2.060000000000002274e+01,1.995116465240676928e-01,-1.100566227199268887e+00,3.000000000000000000e+00
1.799999999999983613e+00,1.500488712730404517e-01,-2.004768962978249053e-02,1.440730099622155314e-01,1.451746995304677712e-01,-8.705011903731221801e-02,-1.284544750933162283e-01,-4.476265459198578572e-03,-7.451505913307074694e-03,-2.080069639801389179e-06,0.000000000000000000e+00,2.110000000000002984e+01,1.994876606031124044e-01,-1.100426530899591082e+00,3.000000000000000000e+00
1.824999999999983080e+00,1.499743693761112773e-01,-1.993914137591799168e-02,1.440726610504831640e-01,-1.260430092290594495e-01,1.213448146170157116e-01,-1.291387906000437680e-01,6.254270087207868672e-03,6.477264599046343718e-03,-2.932569755342763918e-05,0.000000000000000000e+00,2.160000000000003695e+01,1.994636294581076941e-01,-1.100298453156216105e+00,3.000000000000000000e+00
1.849999999999982547e+00,1.500235186385941999e-01,-2.006538254701747265e-02,1.440726049460881175e-01,9.991385377860226291e-02,-1.420281055362015710e-01,-1.303821543659821613e-01,-7.310031497466433319e-03,-5.158416438881708622e-03,2.866120243620357851e-06,0.000000000000000000e+00,2.210000000000004405e+01,1.994395366283303050e-01,-1.100182159756789790e+00,3.000000000000000000e+00
1.874999999999982014e+00,1.499934233723982935e-01,-1.993409200405572498e-02,1.440733467463524986e-01,-6.745839622538173097e-02,1.550999032185041704e-01,-1.307233262692161502e-01,7.949782349749009991e-03,3.461286367473241123e-03,2.499319936404070043e-05,0.000000000000000000e+00,2.260000000000005116e+01,1.994153715983501274e-01,-1.100077726730488203e+00,3.000000000000000000e+00
1.899999999999981481e+00,1.500012930842926639e-01,-2.006878707274916546e-02,1.440733821708219675e-01,3.475751913329939990e-02,-1.626508290031309645e-01,-1.308491856539747700e-01,-8.327668202458641741e-03,-1.797257005483820017e-03,2.463158863153623257e-05,0.000000000000000000e+00,2.310000000000005826e+01,1.993911449891123122e-01,-1.099984851786628193e+00,3.000000000000000000e+00
